appid,windows_req,mac_req,linux_req,required_age,awards
94590,OS *: XP Service Pack 3 / Vista / Windows 7 Processor: 1.8 GHz Pentium 4 or equivalent (Rec: 2.0GHz Pentium 4 or equivalent) Memory: 2 GB RAM (Rec: 3GB RAM) Hard Disk Space: 500 Mb Space Free Video Card: ATI or NVidia card w/ 256 MB RAM (Rec: ATI or NVidia card w/ 512 MB RAM) DirectX®: Direct X 9.0c Sound: Direct X 9.0 sound device,"OS: OS X version Snow Leopard 10.6.3, or later. (Not Compatible with Mac OS 10.8.x and above) Processor: 2.3 GHz Intel or equivalent Memory: 4 GB RAM Hard Disk Space: 500 MB Space Free Video Card: 512 MB NVidia or ATI graphics card Additional: Not recommended for MAC Minis or early-generation MacBooks",,0,
94600,Minimum: OS *: XP / Vista / Windows 7 Processor: 1.8 GHz Pentium 4 or equivalent Memory: 2 GB RAM Graphics: ATI or NVidia card w/ 256 MB RAM DirectX: Version 9.0c Storage: 500 MB available space Sound Card: Audio Card required,"Minimum: OS: OS X version Snow Leopard 10.6.3, or later. Processor: 2.3 Ghz Intel or equivalent Memory: 4 GB RAM Graphics: 512 MB NVidia or ATI graphics card Storage: 500 MB available space Additional Notes: Not recommended for Mac Minis or early-generation MacBooks",,0,
94610,Minimum: OS *: XP / Vista / Windows 7 Processor: 1.8 GHz Pentium 4 or equivalent Memory: 2 GB Hard Disk Space: 500 Mb Video Card: ATI or NVidia card w/ 256 MB RAM DirectX®: 9.0c Sound: Audio Card required,,,0,
94620,Minimum: OS *: XP / Vista / Windows 7 Processor: 1.8 GHz Pentium 4 or equivalent Memory: 2 GB Hard Disk Space: 500 Mb Video Card: ATI or NVidia card w/ 256 MB RAM DirectX®: 9.0c Sound: Audio Card required,"OS: OS X version Snow Leopard 10.6.3, or later. Processor: 2.3 Ghz Intel or equivalent Memory: 4 GB RAM Hard Disk Space: 500Mb Video Card: 512 MB NVidia or ATI graphics card Additional: Not recommended for Mac Minis or early-generation MacBooks",,0,Award
95300,OS *: XP/Vista/Windows 7 Processor: Dual-core processor (Intel Dual Core 2.0 GHz or AMD Athlon X2 5200+ 2.6 GHz) Memory: 1.5 GB RAM Hard Disk Space: 1.0 GB free space Video Card: DirectX 9.0c compatible Sound: DirectX 9.0c compatible sound cards,"OS: Lion 10.7.5, Yosemite strongly recommended Processor Dual Core CPU Memory: 1.5 GB RAM Hard Disk Space: 1.0 GB free space Video Card: OpenGL 3.0+ support (2.1 with ARB extensions acceptable)","OS: glibc 2.15+, 32/64-bit. S3TC is NOT required. Processor Dual Core CPU Memory: 1.5 GB RAM Hard Disk Space: 1.0 GB free space Video Card: OpenGL 3.0+ support (2.1 with ARB extensions acceptable)",0,
95400,Minimum: OS *: Windows XP (Service Pack 3) Processor: 2 GHz Intel Dual Core Memory: 512 MB RAM Graphics: OpenGL 2.0 compatible card Storage: 850 MB available space Sound Card: any,Minimum: OS: OS X (10.9 or newer),Minimum: OS: Ubuntu 12 Processor: 2 GHz Intel Dual Core Memory: 512 MB RAM Graphics: OpenGL 2.0 compatible card Storage: 850 MB available space Sound Card: any,0,Award
95700,OS: Windows 10 Memory: 4GB RAM Dedicated Video Card,OSX 10.10 Memory: 4GB RAM Dedicated Video Card,,0,Award
95900,Minimum: OS *: WINDOWS XP/WINDOWS 7/WINDOWS VISTA Processor: INTEL/AMD CPU (1.1GHZ+) Memory: 1 GB RAM Graphics: SHADER 3.0 COMPATIBLE GRAPHICS CARD WITH 256 MB RAM Hard Drive: 4.5GB HDD SPACE,,,0,
96000,OS *: Microsoft® Windows® XP SP1 or newer Processor: 1.5 GHz equivalent or higher processor Memory: 512 MB Hard disk space: 180 MB Video: Standard DirectX®: DirectX® 9.0c Sound: Standard,"OS: OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later. Processor: 1.5 Ghz Intel and above Memory: 512 MB RAM Hard Disk Space: 180Mb",OS: Ubuntu 12.04 LTS Processor: 1.5 GHz equivalent or higher processor Memory: 512 MB Hard disk space: 180 MB Video: Standard Sound: Standard,0,
96100,OS *: Windows XP/Vista/7/10 Processor: 1.5Ghz Memory: 512Mb Hard Disk Space: 50Mb Video Card: 128 MB Graphics Card that supports Shader Model 1.1 DirectX®: 9.0c,,,0,
96200,OS *: Windows 7+ Processor: 2.0+ GHz Single Core Processor (Dual-Core Processor recommended) Memory: 1 Gb RAM (2 Gb or greater recommended) Graphics: NVIDIA GeForce 7600GT+ or ATI Radeon 2400+ HD with 256 Mb of VRAM (512 Mb of VRAM recommended).  latest OpenGL video drivers must be installed DirectX®: n/a Hard Drive: 900Mb Sound: Windows Supported Sound Card,"OS: OS X version Leopard 10.6+ Processor: Intel Core Duo Processor (2GHz or better) Memory: 2 Gb of RAM (4 Gb or greater recommended) Graphics: ATI Radeon 2400 or higher / NVIDIA 8600M or higher / Intel HD Graphics 3000 Hard Drive: 900Mb Sound: Standard Other: latest OpenGL video drivers must be installed *Internet (TCP/IP) and LAN (TCP/IP) play supported, Internet play requires broadband connection, LAN play requires network interface.",OS: Ubuntu 12.04 or alike Processor: 2.0+ GHz Single Core Processor (Dual-Core Processor recommended) Memory: 1 Gb RAM (2 Gb or greater recommended) Graphics: NVIDIA GeForce 7600GT+ or ATI Radeon 2400+ HD with 256 Mb of VRAM (512 Mb of VRAM recommended). Latest video drivers must be installed. Hard Drive: 900 Mb Input: Keyboard + mouse or generic 6-axis gamepad (XB360 gamepad is not supported currently on Linux),0,
96800,"OS *: Windows XP, Vista or Windows 7, with the latest Service Pack Processor: Intel Core 2 Duo at 2Ghz, or AMD Athlon 64 x2 2ghz, or better Memory: 2Gb (Vista requires 3Gb) Graphics: NVidia 8800GT with 512Mb RAM, ATI 3850HD with 512Mb RAM, or better DirectX®: 9.0c Hard Drive: 3Gb Sound: DirectX Compatible Sound Card",,,0,
99400,"Minimum: OS *: Windows XP, Vista, 7 Processor: P4 2.0 GHz Memory: 1 GB Graphics: 256 MB RAM, Nvidia 6600 and up DirectX®: DirectX® 9.0c Hard Drive: 3 GB free Sound: DirectX compatible",,,0,
99410,"Minimum: OS *: Windows XP, Vista, 7 Processor: Intel P4 2.0GHz, AMD Athlon 64 3000+ Memory: 2 GB RAM Graphics: 256 M RAM, Nvidia GeForce 6600 series, ATI radeon X1300 DirectX®: 9.0c Hard Drive: 2 GB HD space Sound: DirectX Compatible",,,0,
99700,OS *: Windows XP or newer Processor: Intel Atom or above Memory: 512MB RAM Graphics: 3D graphics card DirectX®: N/A Hard Drive: 100MB,,,0,Award
99830,"OS *: Windows XP, Vista or Windows 7, with the latest Service Pack Processor: Intel Core 2 Duo at 2Ghz, or AMD Athlon 64 x2 2Ghz, or better Memory: 2GB Hard Disk Space: 9Gb Video Card: NVidia 8800GT with 512Mb RAM or better, ATI 3850HD with 512Mb RAM or better Sound: DirectX Compatible Sound Card DirectX®: 9.0c",,,0,
99900,"OS *: Windows XP, Vista or 7 Processor: 1.3ghz processor Memory: 512MB for Windows XP or 1GB for Windows Vista/7 Graphics: 64MB Video Memory. GeForce 5 series, ATI Radeon 8500. Latest video driver. Display: 1024x600 DirectX®: Hard Drive: 700MB Java: Version 1.6","OS: OS X version Snow Leopard 10.6.3 or later. Processor: 1.3ghz processor Memory: 1GB Graphics: 64MB Video Memory. GeForce 5 series, ATI 8500. Latest video driver. Display: 1024x600 Hard Drive: 700MB Java: Version 1.6",,0,Award
99910,"OS *: Windows 98, ME, 2000, XP and Vista, 7 Processor: 500 MHz Memory: 256 MB Hard Disk Space: 100 MB Java: Version 1.5","OS: OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later. Processor: 500 MHz Memory: 256 MB Hard Disk Space: 100 MB Java: Version 1.5",,0,Award
100400,Minimum: OS: Windows 7 or better Processor: 1 GHz Memory: 512 MB Hard disk space: 20 MB Video Card: Graphics card supporting 1024 x768 x 16-bit color and OpenGL 64BIT ONLY,Minimum: OS: OS X 10.8 or higher Memory: 512 MB Hard disk space: 20 MB 64BIT ONLY,Minimum: OS: Tested on CentOS 6.5 and Ubuntu 14.04 Memory: 512 MB Hard disk space: 20 MB,0,
102200,"OS: XP / Vista / 7 Processor: 2 GHz Intel Pentium 4 / AMD Athlon 64 Memory: 1GB RAM Hard Disk Space: 350 MB Video Card: 256 MB Shader Model 2.0 (Geforce 6 series, Radeon X1000 series) DirectX®: DirectX® 9.0c Sound: DirectX® 9.0c compatible sound card","OS: OS X version Snow Leopard 10.6.3, up until but NOT including Yosemite (Unfortunate the game is not supported by Yosemite) Processor: 1.8 GHz Intel CPU Memory: 1 GB RAM Hard Disk Space: 350MB Video Card: GMA 950 or Dedicated Video Card w/ 128MB of Video Memory and Shader Model 2.0",,0,
102400,OS *: Windows XP/Vista/7 Processor: 1.6GHz Memory: 512MB Hard Disk Space: 30MB Video Card: 128MB,"OS: OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later.  May not work on 10.7+; I'll update this when I can. Processor: 1.6GHz Memory: 512MB Hard Disk Space: 30MB Video Card: 128MB",,0,
102500,"Minimum: OS *: Windows XP SP3 / Windows Vista SP2 / Windows 7 SP1 Processor: 2.2GHz Intel Core 2 Duo or 2.6GHz AMD Athlon 64 X2 5000+ Memory: 1 GB RAM for Windows XP / 2 GB Windows Vista and Windows 7 Hard Disk Space: 10.5 GB Video: NVIDIA GeForce 8800 / 512MB RAM or better, ATI Radeon HD3850 / 512MB RAM (with Pixel Shader 3.0 support), 1280x720 minimum supported  resolution Sound: DirectX 9.0c compatible DirectX®: DirectX 9.0c",,,18,
102600,"Minimum: OS *: Windows XP, Windows Vista or Windows 7 Processor: 2GHz Dual Core Memory: 2 GB RAM Graphics: NVIDIA GeForce 6800 or ATI Radeon x1950 or better with 256MB VRAM DirectX®: dx90c Hard Drive: 5 GB HD space",,,0,
102810,"OS *: Windows XP SP3, Windows Vista SP2, Windows 7 SP1 Processor: Intel Core 2 Duo (or equivalent) running at 1.8 GHz or greater, AMD Athlon X2 64 (or equivalent) running at 2.0GHz or greater Memory: 2048 MB or greater Hard Disk Space: 2GB Video Card: ATI Radeon X1300 256MB and the Nvidia GeForce 7600 256MB cards DirectX®: DirectX June 2010 Sound: 100% DirectX9.0c compatible sound card and drivers",,,0,
102840,"OS *: Windows XP SP3, Windows Vista SP2, Windows 7 SP1 Processor: Intel Pentium 4 (or equivalent) running at 2.4GHz or greater; AMD Athlon 64 (or equivalent) running at 2.4GHz or greater Memory: 1.5 GB or greater Hard Disk Space: 1.5 GB Video Card: NVIDIA Geforce 6800 Ultra (256MB) or ATI Radeon X1950 PRO (256MB) or greater Sound: 100% DirectX9.0c compatible sound card and drivers DirectX®: DirectX June 2010","OS: OS X 10.6 Snow Leopard or later Processor: 2.4 GHz Memory: 1.5 GB Video Card: 256 MB VRAM, NVIDIA Geforce 6800 Ultra or ATI Radeon X1950 PRO, or greater","Processor: 2.4 GHz Memory: 1.5 GB Video Card: 256 MB VRAM, NVIDIA Geforce 6800 Ultra or ATI Radeon X1950 PRO, or greater",18,
102850,"OS *: Windows XP SP3, Windows Vista SP2, Windows 7 SP1 Processor: Intel Core 2 Duo 2.0GHz or greater;AMD Athlon 64 X2 2.0GHz or greater Memory: 2048MB or greater Hard Disk Space: 1.9GB Video Card: ATI Radeon HD 3650 256MB card and the NVIDIA GeForce 8600 GT 256MB or equivalent. Video Card Note: NVIDIA GeForce 8400, 8500, 9400, and 210; ATI Radeon HD3450, HD4350, HD5450 and HD6450; Intel GMA X4500HD and HD Graphics 3000 are all below minimum system requirements. Sound: 100% DirectX9.0c compatible sound card and drivers DirectX®: DirectX June 2010",,,18,
104000,,,,0,
104020,OS *: Windows XP / Vista / 7 & Mac OS 10.6+ Processor: 1.5GHz or better Memory: 512MB MB RAM Graphics: OpenGL DirectX®: 5.0 Hard Drive: 50 MB HD space,OS: Mac OS 10.6+ Processor: 1.5GHz or better Memory: 512MB MB RAM Graphics: OpenGL Hard Drive: 50 MB HD space,,0,
104100,OS: Windows XP Processor: 900 MHz Memory: 40 MB Hard Disk Space: 10 MB Video Card: Onboard Graphics Sound: Standard Audio,"OS: OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later. Processor: 900MHz Intel Memory: 40 MB Hard Disk Space: 10 MB Video Card: Onboard Graphics Sound: Standard Audio",,0,
104200,OS: Windows XP/Vista/7/8 Processor: 2.2Ghz Dual-Core Memory: 2 GB Hard Disk Space: 512 MB Video Card: OpenGL 2.0 drivers on GeForce 8 series or Radeon HD series (or better),,,0,
104600,"Minimum: OS: •	Microsoft® Windows® XP Home, Professional, or Tablet PC Edition with Service Pack 3; Windows Server® 2003 or 2008; Windows Vista® Home Premium, Business, Ultimate, or Enterprise (including 64-bit editions) with Service Pack 2; or Windows 7 Processor: •	2.33GHz Intel® Pentium® 4, AMD Athlon® 64 2800+, or faster processor Memory: •	512MB of RAM (1GB recommended)",Minimum: OS: Mac OS X v10.4.9 Processor: Intel® Core™ Duo or faster processor Memory: 512MB of RAM (1GB recommended) Other Requirements: Adobe Air needs to be installed,,0,
104900,Minimum: OS *: Windows Vista SP2 32-Bit Processor: AMD Athlon X2 2.8GHZ / Intel Core 2 Duo 2.4 GHZ Memory: 3 GB RAM Graphics: 256 MB Graphics Memory (SM3) DirectX®: 9.0c Hard Drive: 8 GB HD space Sound: DirectX 9 Compatible,,,0,
105000,Minimum: OS *: Windows Vista/7/8 Processor: 2 GHz (Single Core) or 1.8 GHz (Dual Core) Memory: 1500 MB RAM Graphics: OpenGL 2.0 compatible with 256 MB RAM (Shared Memory is not recommended) DirectX®: 9.0c Hard Drive: 5 GB HD space Sound: DirectX compatible,Minimum: OS: Lion (10.7) Processor: 2 GHz (Dual Core) Intel Memory: 2 GB RAM,,0,Award
105100,"OS: Windows XP, Vista, 7 Processor: 1.8 Ghz Memory: 1 GB RAM Hard Disk Space: 25 MB available hard drive space Video Card: 800 x 600 minimum screen resolution","OS: OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later. Processor: 1Ghz Memory: 1 GB RAM Hard Disk Space: 25 MB available hard drive space Video Card: 800 x 600 minimum screen resolution",Minimum: OS: Ubuntu 12.04 LTS Processor: 2.5Ghz Memory: 2GB Graphics: Hard Drive: 35MB Important: Requires Librarys: apt-get install ia32-libs,0,Award
105300,"OS: Windows XP, Vista, 7 Processor: 1GHz Memory: 512MB Hard Disk Space: 50MB Video Card: 64MB graphics card with latest drivers Additional: Internet connection required for some features",,,0,
105420,Minimum: OS *: Windows XP SP2 Processor: 2.2 Ghz Dual Core Memory: 2 GB RAM Graphics: Shader Model 2 Hard Drive: 4 GB HD space,,,0,
105600,"REQUIRED OS: Windows Xp, Vista, 7, 8/8.1, 10 Processor: 2.0 Ghz Memory: 2.5GB Hard Disk Space: 200MB Video Card: 128mb Video Memory, capable of Shader Model 2.0+ DirectX®: 9.0c or Greater","REQUIRED OS: OSX 10.9.5 - 10.11.6 Processor: 2.0 Ghz Memory: 2.5GB Hard Disk Space: 200MB Video Card: 128mb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable","REQUIRED LINUX OS: Ubuntu 14.04 LTS Processor: 2.0 Ghz Memory: 2.5GB Hard Disk Space: 200MB Video Card: 128mb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable",0,Award
105700,"OS: Windows XP, Vista, 7 Processor: 1.8GHz Memory: 512 MB RAM Graphics: 128 MB, Shader Model 2.0 DirectX®: 9.0c Hard Drive: 200 MB HD space Sound: Direct X9.0c compatible sound card",,,0,
105800,"OS *: Windows XP, Vista, 7 Processor: Performance equivalent to Core™2 Duo. SS3 required. Memory: 512 MB RAM Graphics: 5 years or younger. Integrated graphics and very low budget cards may not work. OpenGL 2.1. DirectX®: dx90c Hard Drive: ４４６ MB HD space",,,0,Award
107100,"OS *: Windows XP, Vista, 7 Processor: 1.7 GHz Dual Core or Greater Memory: 2 GB Hard Disk Space: 1.0 GB Video Card: 512 MB DirectX 9.0c compatible graphics card (shader model 2) DirectX®: 9.0c Sound: DirectX 9.0c compatible","OS: OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later. Processor: 1.7 GHz Dual Core or Greater Memory: 2 GB RAM Hard Disk Space: 1.5 GB Free Space Video Card: 256 MB OpenGL 2.0 compatible graphics card",Processor: 1.7 GHz Dual Core or Greater Memory: 2 GB RAM Video Card: 512 MB VRAM,0,Award
107200,OS *: Windows 7/XP/Vista Processor: 2.5 GHz Processor Memory: 1 GB Available System Memory Hard Disk Space: 250 MB Available HD Space Video Card: 256MB 3D DirectX 9 Compatible video card DirectX®: 9.0 Additional: OpenGL: 3.0,OS: Mac OS X 10.6.8 or later Processor: Intel Core Duo Processor (1.8GHz or better) Memory: 1 GB RAM Hard Disk Space: 500 MB Free Space,,0,Award
108600,"OS: Windows 10, 64 Bit 64bit OS required Processor: Intel 2.77GHz Quad-core Memory: 8Gb Ram Hard Disk Space: 5gig Video Card: Dedicated graphics card with 2 GB of RAM minimum, OpenGL 2.1 and GLSL 1.2 support (generally 2012 or newer) Sound: FMOD compatible sound card","OS: OS X 10.15, or later. Processor: Intel x86 (M1/M2 not supported at this time) 64bit OS required Memory: 8Gb Ram Hard Disk Space: 5gig Video Card: AMD or Intel Integrated (nVidia on Mac not compatible) Sound: FMOD compatible sound card","Processor: Intel 2.77GHz Quad-core Ubuntu LTS 16.04/Steam Machine. Requires Libgcc 6 or higher Memory: 8Gb Ram Hard Disk Space: 5gig Video Card: Dedicated graphics card with 2 GB of RAM minimum, OpenGL 2.1 and GLSL 1.2 support (generally 2012 or newer) Sound: FMOD compatible sound card",0,
112100,Operating system: Windows® XP / Vista™ / Windows® 7 Processor: 1.6 GHz CPU Memory: 512 MB Hard disk space: 300MB Video: OpenGL compliant graphics card Sound: Sound card,OS: OS X 10.5 or later,Operating system: Ubuntu 12.04 or equivalent Processor: 1.6 GHz CPU Memory: 512 MB Hard disk space: 300MB Video: OpenGL compliant graphics card Sound: Sound card,0,
113020,Minimum: OS *: Windows XP or later Processor: 1.2GHz processor Graphics: Graphics Card that supports Pixel Shader 2.0 and Vertex Shader 2.0(Vertex Shader Support can be supported with software emulation) DirectX®: 9.0 Hard Drive: 500 MB HD space,"Minimum: OS: OS X version Snow Leopard 10.6.3, or later. Processor: 2.0+ GHz Memory: 2 GB RAM Graphics: OpenGL 2.1 and shader model 3 with 512 MB of memory. Hard Drive: 500 MB HD space Additional: Not recommended for Intel integrated graphics, Mac Mini's, or early generation MacBooks Online: Steamworks required for online play, LAN not supported on Mac","Minimum: OS: Major Linux Distributions from 2010 Processor: 2.0+GHZ Memory: 2 GB Graphics: OpenGL 2.1+ Hard Drive: 500 MB HD space Online: Steamworks required for online play, LAN not supported on Linux",0,Award
113200,"OS *: Windows XP, Vista, 7 Processor: 2.5 GHz Memory: 1GB Hard Disk Space: 50MB Video Card: Direct X9.0c Compatible Card DirectX®: DirectX® 9.0c","OS: OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later. Processor: Intel Mac 2.5 GHz Memory: 1GB Hard Disk Space: 50MB",,0,
113400,"Minimum: OS: Windows 10 64-bit or Later Processor: Intel Core 2 Duo E6420 (2.13GHz) or AMD Athlon x2 5800+ (3.0GHz) Memory: 3 GB RAM Graphics: GeForce 7800 with 256MB and support for Pixel Shader 3.0, or AMD equivalent DirectX®: dx90c Hard Drive: 7 GB HD space Other Requirements: Broadband Internet connection",,,18,
113420,"Minimum: OS *: XP SP3, Vista SP1, Windows 7 Processor: Intel Core 2 Duo 1.8 GHz or Athlon 64X2 2.4 GHz Memory: 2 GB for XP, 3 GB for Vista, 2 GB for Windows 7 Hard Disk Space: 10 GB Video Card: nVidia GeForce 6600 or ATI Radeon X1300 DirectX®: 9.0c (XP), 10 (Vista)",,,0,
